,source,target,graph
3178,37,6,1
3180,37,7,1
3182,37,8,1
3184,37,9,1
3186,37,10,1
3188,37,11,1
3190,37,12,1
3192,37,13,1
3194,37,14,1
3196,37,15,1
3198,37,16,1
3200,37,17,1
3202,37,18,1
3204,37,19,1
3206,37,20,1
3208,37,21,1
3210,37,22,1
3212,37,23,1
3214,37,24,1
3216,37,25,1
3218,37,26,1
3220,37,27,1
3222,37,28,1
3224,37,29,1
3226,37,30,1
3228,37,31,1
3230,37,32,1
3232,37,33,1
3234,37,34,1
3236,37,35,1
3238,37,36,1
3240,37,38,1
3242,37,39,1
3244,37,40,1
3246,37,41,1
3248,37,42,1
3250,37,43,1
3252,37,44,1
3254,37,45,1
3329,37,38,1
3417,37,39,1
3505,37,40,1
3593,37,41,1
3681,37,42,1
3769,37,43,1
3857,37,44,1
3945,37,45,1
73,38,1,1
161,38,2,1
249,38,3,1
337,38,4,1
425,38,5,1
513,38,6,1
601,38,7,1
689,38,8,1
777,38,9,1
865,38,10,1
953,38,11,1
1041,38,12,1
1129,38,13,1
1217,38,14,1
1305,38,15,1
1393,38,16,1
1481,38,17,1
1569,38,18,1
1657,38,19,1
1745,38,20,1
1833,38,21,1
1921,38,22,1
2009,38,23,1
2097,38,24,1
2185,38,25,1
2273,38,26,1
2361,38,27,1
2449,38,28,1
2537,38,29,1
2625,38,30,1
2713,38,31,1
2801,38,32,1
2889,38,33,1
2977,38,34,1
3065,38,35,1
3153,38,36,1
3241,38,37,1
3256,38,1,1
3258,38,2,1
3260,38,3,1
3262,38,4,1
3264,38,5,1
3266,38,6,1
3268,38,7,1
3270,38,8,1
3272,38,9,1
3274,38,10,1
3276,38,11,1
3278,38,12,1
3280,38,13,1
3282,38,14,1
3284,38,15,1
3286,38,16,1
3288,38,17,1
3290,38,18,1
3292,38,19,1
3294,38,20,1
3296,38,21,1
3298,38,22,1
3300,38,23,1
3302,38,24,1
3304,38,25,1
3306,38,26,1
3308,38,27,1
3310,38,28,1
3312,38,29,1
3314,38,30,1
3316,38,31,1
3318,38,32,1
3320,38,33,1
3322,38,34,1
3324,38,35,1
3326,38,36,1
3328,38,37,1
3330,38,39,1
3332,38,40,1
3334,38,41,1
3336,38,42,1
3338,38,43,1
3340,38,44,1
3342,38,45,1
3419,38,39,1
3507,38,40,1
3595,38,41,1
3683,38,42,1
3771,38,43,1
3859,38,44,1
3947,38,45,1
75,39,1,1
163,39,2,1
251,39,3,1
339,39,4,1
427,39,5,1
515,39,6,1
603,39,7,1
691,39,8,1
779,39,9,1
867,39,10,1
955,39,11,1
1043,39,12,1
1131,39,13,1
1219,39,14,1
1307,39,15,1
1395,39,16,1
1483,39,17,1
1571,39,18,1
1659,39,19,1
1747,39,20,1
1835,39,21,1
1923,39,22,1
2011,39,23,1
2099,39,24,1
2187,39,25,1
2275,39,26,1
2363,39,27,1
2451,39,28,1
2539,39,29,1
2627,39,30,1
2715,39,31,1
2803,39,32,1
2891,39,33,1
2979,39,34,1
3067,39,35,1
3155,39,36,1
3243,39,37,1
3331,39,38,1
3344,39,1,1
3346,39,2,1
3348,39,3,1
3350,39,4,1
3352,39,5,1
3354,39,6,1
3356,39,7,1
3358,39,8,1
3360,39,9,1
3362,39,10,1
3364,39,11,1
3366,39,12,1
3368,39,13,1
3370,39,14,1
3372,39,15,1
3374,39,16,1
3376,39,17,1
3378,39,18,1
3380,39,19,1
3382,39,20,1
3384,39,21,1
3386,39,22,1
3388,39,23,1
3390,39,24,1
3392,39,25,1
3394,39,26,1
3396,39,27,1
3398,39,28,1
3400,39,29,1
3402,39,30,1
3404,39,31,1
3406,39,32,1
3408,39,33,1
3410,39,34,1
3412,39,35,1
3414,39,36,1
3416,39,37,1
3418,39,38,1
3420,39,40,1
3422,39,41,1
3424,39,42,1
3426,39,43,1
3428,39,44,1
3430,39,45,1
3509,39,40,1
3597,39,41,1
3685,39,42,1
3773,39,43,1
3861,39,44,1
3949,39,45,1
77,40,1,1
165,40,2,1
253,40,3,1
341,40,4,1
429,40,5,1
517,40,6,1
605,40,7,1
693,40,8,1
781,40,9,1
869,40,10,1
957,40,11,1
1045,40,12,1
1133,40,13,1
1221,40,14,1
1309,40,15,1
1397,40,16,1
1485,40,17,1
1573,40,18,1
1661,40,19,1
1749,40,20,1
1837,40,21,1
1925,40,22,1
2013,40,23,1
2101,40,24,1
2189,40,25,1
2277,40,26,1
2365,40,27,1
2453,40,28,1
2541,40,29,1
2629,40,30,1
2717,40,31,1
2805,40,32,1
2893,40,33,1
2981,40,34,1
3069,40,35,1
3157,40,36,1
3245,40,37,1
3333,40,38,1
3421,40,39,1
3432,40,1,1
3434,40,2,1
3436,40,3,1
3438,40,4,1
3440,40,5,1
3442,40,6,1
3444,40,7,1
3446,40,8,1
3448,40,9,1
3450,40,10,1
3452,40,11,1
3454,40,12,1
3456,40,13,1
3458,40,14,1
3460,40,15,1
3462,40,16,1
3464,40,17,1
3466,40,18,1
3468,40,19,1
3470,40,20,1
3472,40,21,1
3474,40,22,1
3476,40,23,1
3478,40,24,1
3480,40,25,1
3482,40,26,1
3484,40,27,1
3486,40,28,1
3488,40,29,1
3490,40,30,1
3492,40,31,1
3494,40,32,1
3496,40,33,1
3498,40,34,1
3500,40,35,1
3502,40,36,1
3504,40,37,1
3506,40,38,1
3508,40,39,1
3510,40,41,1
3512,40,42,1
3514,40,43,1
3516,40,44,1
3518,40,45,1
3599,40,41,1
3687,40,42,1
3775,40,43,1
3863,40,44,1
3951,40,45,1
79,41,1,1
167,41,2,1
255,41,3,1
343,41,4,1
431,41,5,1
519,41,6,1
607,41,7,1
695,41,8,1
783,41,9,1
871,41,10,1
959,41,11,1
1047,41,12,1
1135,41,13,1
1223,41,14,1
1311,41,15,1
1399,41,16,1
1487,41,17,1
1575,41,18,1
1663,41,19,1
1751,41,20,1
1839,41,21,1
1927,41,22,1
2015,41,23,1
2103,41,24,1
2191,41,25,1
2279,41,26,1
2367,41,27,1
2455,41,28,1
2543,41,29,1
2631,41,30,1
2719,41,31,1
2807,41,32,1
2895,41,33,1
2983,41,34,1
3071,41,35,1
3159,41,36,1
3247,41,37,1
3335,41,38,1
3423,41,39,1
3511,41,40,1
3520,41,1,1
3522,41,2,1
3524,41,3,1
3526,41,4,1
3528,41,5,1
3530,41,6,1
3532,41,7,1
3534,41,8,1
3536,41,9,1
3538,41,10,1
3540,41,11,1
3542,41,12,1
3544,41,13,1
3546,41,14,1
3548,41,15,1
3550,41,16,1
3552,41,17,1
3554,41,18,1
3556,41,19,1
3558,41,20,1
3560,41,21,1
3562,41,22,1
3564,41,23,1
3566,41,24,1
3568,41,25,1
3570,41,26,1
3572,41,27,1
3574,41,28,1
3576,41,29,1
3578,41,30,1
3580,41,31,1
3582,41,32,1
3584,41,33,1
3586,41,34,1
3588,41,35,1
3590,41,36,1
3592,41,37,1
3594,41,38,1
3596,41,39,1
3598,41,40,1
3600,41,42,1
3602,41,43,1
3604,41,44,1
3606,41,45,1
3689,41,42,1
3777,41,43,1
3865,41,44,1
3953,41,45,1
81,42,1,1
169,42,2,1
257,42,3,1
345,42,4,1
433,42,5,1
521,42,6,1
609,42,7,1
697,42,8,1
785,42,9,1
873,42,10,1
961,42,11,1
1049,42,12,1
1137,42,13,1
1225,42,14,1
1313,42,15,1
1401,42,16,1
1489,42,17,1
1577,42,18,1
1665,42,19,1
1753,42,20,1
1841,42,21,1
1929,42,22,1
2017,42,23,1
2105,42,24,1
2193,42,25,1
2281,42,26,1
2369,42,27,1
2457,42,28,1
2545,42,29,1
2633,42,30,1
2721,42,31,1
2809,42,32,1
2897,42,33,1
2985,42,34,1
3073,42,35,1
3161,42,36,1
3249,42,37,1
3337,42,38,1
3425,42,39,1
3513,42,40,1
3601,42,41,1
3608,42,1,1
3610,42,2,1
3612,42,3,1
3614,42,4,1
3616,42,5,1
3618,42,6,1
3620,42,7,1
3622,42,8,1
3624,42,9,1
3626,42,10,1
3628,42,11,1
3630,42,12,1
3632,42,13,1
3634,42,14,1
3636,42,15,1
3638,42,16,1
3640,42,17,1
3642,42,18,1
3644,42,19,1
3646,42,20,1
3648,42,21,1
3650,42,22,1
3652,42,23,1
3654,42,24,1
3656,42,25,1
3658,42,26,1
3660,42,27,1
3662,42,28,1
3664,42,29,1
3666,42,30,1
3668,42,31,1
3670,42,32,1
3672,42,33,1
3674,42,34,1
3676,42,35,1
3678,42,36,1
3680,42,37,1
3682,42,38,1
3684,42,39,1
3686,42,40,1
3688,42,41,1
3690,42,43,1
3692,42,44,1
3694,42,45,1
3779,42,43,1
3867,42,44,1
3955,42,45,1
83,43,1,1
171,43,2,1
259,43,3,1
347,43,4,1
435,43,5,1
523,43,6,1
611,43,7,1
699,43,8,1
787,43,9,1
875,43,10,1
963,43,11,1
1051,43,12,1
1139,43,13,1
1227,43,14,1
1315,43,15,1
1403,43,16,1
1491,43,17,1
1579,43,18,1
1667,43,19,1
1755,43,20,1
1843,43,21,1
1931,43,22,1
2019,43,23,1
2107,43,24,1
2195,43,25,1
2283,43,26,1
2371,43,27,1
2459,43,28,1
2547,43,29,1
2635,43,30,1
2723,43,31,1
2811,43,32,1
2899,43,33,1
2987,43,34,1
3075,43,35,1
3163,43,36,1
3251,43,37,1
3339,43,38,1
3427,43,39,1
3515,43,40,1
3603,43,41,1
3691,43,42,1
3696,43,1,1
3698,43,2,1
3700,43,3,1
3702,43,4,1
3704,43,5,1
3706,43,6,1
3708,43,7,1
3710,43,8,1
3712,43,9,1
3714,43,10,1
3716,43,11,1
3718,43,12,1
3720,43,13,1
3722,43,14,1
3724,43,15,1
3726,43,16,1
3728,43,17,1
3730,43,18,1
3732,43,19,1
3734,43,20,1
3736,43,21,1
3738,43,22,1
3740,43,23,1
3742,43,24,1
3744,43,25,1
3746,43,26,1
3748,43,27,1
3750,43,28,1
3752,43,29,1
3754,43,30,1
3756,43,31,1
3758,43,32,1
3760,43,33,1
3762,43,34,1
3764,43,35,1
3766,43,36,1
3768,43,37,1
3770,43,38,1
3772,43,39,1
3774,43,40,1
3776,43,41,1
3778,43,42,1
3780,43,44,1
3782,43,45,1
3869,43,44,1
3957,43,45,1
85,44,1,1
173,44,2,1
261,44,3,1
349,44,4,1
437,44,5,1
525,44,6,1
613,44,7,1
701,44,8,1
789,44,9,1
877,44,10,1
965,44,11,1
1053,44,12,1
1141,44,13,1
1229,44,14,1
1317,44,15,1
1405,44,16,1
1493,44,17,1
1581,44,18,1
1669,44,19,1
1757,44,20,1
1845,44,21,1
1933,44,22,1
2021,44,23,1
2109,44,24,1
2197,44,25,1
2285,44,26,1
2373,44,27,1
2461,44,28,1
2549,44,29,1
2637,44,30,1
2725,44,31,1
2813,44,32,1
2901,44,33,1
2989,44,34,1
3077,44,35,1
3165,44,36,1
3253,44,37,1
3341,44,38,1
3429,44,39,1
3517,44,40,1
3605,44,41,1
3693,44,42,1
3781,44,43,1
3784,44,1,1
3786,44,2,1
3788,44,3,1
3790,44,4,1
3792,44,5,1
3794,44,6,1
3796,44,7,1
3798,44,8,1
3800,44,9,1
3802,44,10,1
3804,44,11,1
3806,44,12,1
3808,44,13,1
3810,44,14,1
3812,44,15,1
3814,44,16,1
3816,44,17,1
3818,44,18,1
3820,44,19,1
3822,44,20,1
3824,44,21,1
3826,44,22,1
3828,44,23,1
3830,44,24,1
3832,44,25,1
3834,44,26,1
3836,44,27,1
3838,44,28,1
3840,44,29,1
3842,44,30,1
3844,44,31,1
3846,44,32,1
3848,44,33,1
3850,44,34,1
3852,44,35,1
3854,44,36,1
3856,44,37,1
3858,44,38,1
3860,44,39,1
3862,44,40,1
3864,44,41,1
3866,44,42,1
3868,44,43,1
3870,44,45,1
3959,44,45,1
